timestamp,src_ip,dst_ip,src_port,dst_port,tcp_flags,frame_length,tcp_length,label
1786171341.9618793,127.0.0.1,127.0.0.1,55337,5051,,44,0,BRUTE_FORCE
1786171341.9619474,127.0.0.1,127.0.0.1,5051,55337,,81,37,BRUTE_FORCE
1786171341.9619777,127.0.0.1,127.0.0.1,55337,5051,,44,0,BRUTE_FORCE
1786171341.9633348,127.0.0.1,127.0.0.1,55337,5051,,44,0,BRUTE_FORCE
1786171341.9634118,127.0.0.1,127.0.0.1,5051,55337,,44,0,BRUTE_FORCE
1786171341.9685285,127.0.0.1,127.0.0.1,5051,55337,,44,0,BRUTE_FORCE
1786171341.9686227,127.0.0.1,127.0.0.1,55337,5051,,44,0,BRUTE_FORCE
1786171342.1213431,127.0.0.1,127.0.0.1,54113,5051,,56,0,BRUTE_FORCE
1786171342.1215744,127.0.0.1,127.0.0.1,5051,54113,,56,0,BRUTE_FORCE
1786171342.121666,127.0.0.1,127.0.0.1,54113,5051,,44,0,BRUTE_FORCE
1786171342.1227834,127.0.0.1,127.0.0.1,62579,5051,,734,690,BRUTE_FORCE
1786171342.122882,127.0.0.1,127.0.0.1,5051,62579,,44,0,BRUTE_FORCE
1786171342.1279097,127.0.0.1,127.0.0.1,5051,62579,,217,173,BRUTE_FORCE
1786171342.1280067,127.0.0.1,127.0.0.1,62579,5051,,44,0,BRUTE_FORCE
1786171342.1281,127.0.0.1,127.0.0.1,5051,62579,,81,37,BRUTE_FORCE
1786171342.1281362,127.0.0.1,127.0.0.1,62579,5051,,44,0,BRUTE_FORCE
1786171342.1296728,127.0.0.1,127.0.0.1,62579,5051,,44,0,BRUTE_FORCE
1786171342.1297479,127.0.0.1,127.0.0.1,5051,62579,,44,0,BRUTE_FORCE
1786171342.137062,127.0.0.1,127.0.0.1,5051,62579,,44,0,BRUTE_FORCE
1786171342.1371353,127.0.0.1,127.0.0.1,62579,5051,,44,0,BRUTE_FORCE
1786171342.2516837,127.0.0.1,127.0.0.1,64865,5051,,56,0,BRUTE_FORCE
1786171342.2519124,127.0.0.1,127.0.0.1,5051,64865,,56,0,BRUTE_FORCE
1786171342.252018,127.0.0.1,127.0.0.1,64865,5051,,44,0,BRUTE_FORCE
1786171342.2528932,127.0.0.1,127.0.0.1,54113,5051,,734,690,BRUTE_FORCE
1786171342.2529948,127.0.0.1,127.0.0.1,5051,54113,,44,0,BRUTE_FORCE
1786171342.261442,127.0.0.1,127.0.0.1,5051,54113,,217,173,BRUTE_FORCE
1786171342.2615347,127.0.0.1,127.0.0.1,54113,5051,,44,0,BRUTE_FORCE
1786171342.261623,127.0.0.1,127.0.0.1,5051,54113,,81,37,BRUTE_FORCE
1786171342.2616603,127.0.0.1,127.0.0.1,54113,5051,,44,0,BRUTE_FORCE
1786171342.2632997,127.0.0.1,127.0.0.1,54113,5051,,44,0,BRUTE_FORCE
1786171342.2633636,127.0.0.1,127.0.0.1,5051,54113,,44,0,BRUTE_FORCE
1786171342.2733417,127.0.0.1,127.0.0.1,5051,54113,,44,0,BRUTE_FORCE
1786171342.273415,127.0.0.1,127.0.0.1,54113,5051,,44,0,BRUTE_FORCE
1786171342.415048,127.0.0.1,127.0.0.1,57143,5051,,56,0,BRUTE_FORCE
1786171342.4152467,127.0.0.1,127.0.0.1,5051,57143,,56,0,BRUTE_FORCE
1786171342.4153352,127.0.0.1,127.0.0.1,57143,5051,,44,0,BRUTE_FORCE
1786171342.4160993,127.0.0.1,127.0.0.1,64865,5051,,734,690,BRUTE_FORCE
1786171342.4161289,127.0.0.1,127.0.0.1,5051,64865,,44,0,BRUTE_FORCE
1786171342.41991,127.0.0.1,127.0.0.1,5051,64865,,217,173,BRUTE_FORCE
1786171342.4200048,127.0.0.1,127.0.0.1,64865,5051,,44,0,BRUTE_FORCE
1786171342.420091,127.0.0.1,127.0.0.1,5051,64865,,81,37,BRUTE_FORCE
1786171342.4201248,127.0.0.1,127.0.0.1,64865,5051,,44,0,BRUTE_FORCE
1786171342.4210296,127.0.0.1,127.0.0.1,64865,5051,,44,0,BRUTE_FORCE
1786171342.421083,127.0.0.1,127.0.0.1,5051,64865,,44,0,BRUTE_FORCE
1786171342.4292145,127.0.0.1,127.0.0.1,5051,64865,,44,0,BRUTE_FORCE
1786171342.429274,127.0.0.1,127.0.0.1,64865,5051,,44,0,BRUTE_FORCE
1786171342.575625,127.0.0.1,127.0.0.1,57143,5051,,734,690,BRUTE_FORCE
1786171342.5756612,127.0.0.1,127.0.0.1,5051,57143,,44,0,BRUTE_FORCE
1786171342.5758593,127.0.0.1,127.0.0.1,50147,5051,,56,0,BRUTE_FORCE
1786171342.5759337,127.0.0.1,127.0.0.1,5051,50147,,56,0,BRUTE_FORCE
1786171342.575968,127.0.0.1,127.0.0.1,50147,5051,,44,0,BRUTE_FORCE
1786171342.5793822,127.0.0.1,127.0.0.1,5051,57143,,217,173,BRUTE_FORCE
1786171342.579456,127.0.0.1,127.0.0.1,57143,5051,,44,0,BRUTE_FORCE
1786171342.5795212,127.0.0.1,127.0.0.1,5051,57143,,81,37,BRUTE_FORCE
1786171342.5795543,127.0.0.1,127.0.0.1,57143,5051,,44,0,BRUTE_FORCE
1786171342.5801663,127.0.0.1,127.0.0.1,57143,5051,,44,0,BRUTE_FORCE
1786171342.580194,127.0.0.1,127.0.0.1,5051,57143,,44,0,BRUTE_FORCE
1786171342.5830739,127.0.0.1,127.0.0.1,5051,57143,,44,0,BRUTE_FORCE
1786171342.5831373,127.0.0.1,127.0.0.1,57143,5051,,44,0,BRUTE_FORCE
1786171342.7644653,127.0.0.1,127.0.0.1,58305,5051,,56,0,BRUTE_FORCE
1786171342.7646928,127.0.0.1,127.0.0.1,5051,58305,,56,0,BRUTE_FORCE
1786171342.7647827,127.0.0.1,127.0.0.1,58305,5051,,44,0,BRUTE_FORCE
1786171342.7655687,127.0.0.1,127.0.0.1,50147,5051,,734,690,BRUTE_FORCE
1786171342.7656524,127.0.0.1,127.0.0.1,5051,50147,,44,0,BRUTE_FORCE
1786171342.7701445,127.0.0.1,127.0.0.1,5051,50147,,217,173,BRUTE_FORCE
1786171342.7702231,127.0.0.1,127.0.0.1,50147,5051,,44,0,BRUTE_FORCE
1786171342.770291,127.0.0.1,127.0.0.1,5051,50147,,81,37,BRUTE_FORCE
1786171342.7703087,127.0.0.1,127.0.0.1,50147,5051,,44,0,BRUTE_FORCE
1786171342.7709672,127.0.0.1,127.0.0.1,50147,5051,,44,0,BRUTE_FORCE
1786171342.7709997,127.0.0.1,127.0.0.1,5051,50147,,44,0,BRUTE_FORCE
1786171342.7736754,127.0.0.1,127.0.0.1,5051,50147,,44,0,BRUTE_FORCE
1786171342.7737641,127.0.0.1,127.0.0.1,50147,5051,,44,0,BRUTE_FORCE
1786171342.9035926,127.0.0.1,127.0.0.1,61253,5051,,56,0,BRUTE_FORCE
1786171342.9038193,127.0.0.1,127.0.0.1,5051,61253,,56,0,BRUTE_FORCE
1786171342.9039168,127.0.0.1,127.0.0.1,61253,5051,,44,0,BRUTE_FORCE
1786171342.9045155,127.0.0.1,127.0.0.1,58305,5051,,734,690,BRUTE_FORCE
1786171342.904551,127.0.0.1,127.0.0.1,5051,58305,,44,0,BRUTE_FORCE
1786171342.9084728,127.0.0.1,127.0.0.1,5051,58305,,217,173,BRUTE_FORCE
1786171342.9085455,127.0.0.1,127.0.0.1,58305,5051,,44,0,BRUTE_FORCE
1786171342.9086115,127.0.0.1,127.0.0.1,5051,58305,,81,37,BRUTE_FORCE
1786171342.9086416,127.0.0.1,127.0.0.1,58305,5051,,44,0,BRUTE_FORCE
1786171342.910247,127.0.0.1,127.0.0.1,58305,5051,,44,0,BRUTE_FORCE
1786171342.9102776,127.0.0.1,127.0.0.1,5051,58305,,44,0,BRUTE_FORCE
1786171342.9131956,127.0.0.1,127.0.0.1,5051,58305,,44,0,BRUTE_FORCE
1786171342.9132872,127.0.0.1,127.0.0.1,58305,5051,,44,0,BRUTE_FORCE
1786171343.0967116,127.0.0.1,127.0.0.1,51432,5051,,56,0,BRUTE_FORCE
1786171343.0970464,127.0.0.1,127.0.0.1,5051,51432,,56,0,BRUTE_FORCE
1786171343.0971544,127.0.0.1,127.0.0.1,51432,5051,,44,0,BRUTE_FORCE
1786171343.0983171,127.0.0.1,127.0.0.1,61253,5051,,734,690,BRUTE_FORCE
1786171343.0983672,127.0.0.1,127.0.0.1,5051,61253,,44,0,BRUTE_FORCE
1786171343.1024828,127.0.0.1,127.0.0.1,5051,61253,,217,173,BRUTE_FORCE
1786171343.1025777,127.0.0.1,127.0.0.1,61253,5051,,44,0,BRUTE_FORCE
1786171343.10265,127.0.0.1,127.0.0.1,5051,61253,,81,37,BRUTE_FORCE
1786171343.1026835,127.0.0.1,127.0.0.1,61253,5051,,44,0,BRUTE_FORCE
1786171343.1036005,127.0.0.1,127.0.0.1,61253,5051,,44,0,BRUTE_FORCE
1786171343.1036408,127.0.0.1,127.0.0.1,5051,61253,,44,0,BRUTE_FORCE
1786171343.111895,127.0.0.1,127.0.0.1,5051,61253,,44,0,BRUTE_FORCE
1786171343.11196,127.0.0.1,127.0.0.1,61253,5051,,44,0,BRUTE_FORCE
1786171343.2583976,127.0.0.1,127.0.0.1,57002,5051,,56,0,BRUTE_FORCE
1786171343.258613,127.0.0.1,127.0.0.1,5051,57002,,56,0,BRUTE_FORCE
1786171343.258707,127.0.0.1,127.0.0.1,57002,5051,,44,0,BRUTE_FORCE
1786171343.2594576,127.0.0.1,127.0.0.1,51432,5051,,734,690,BRUTE_FORCE
1786171343.2595403,127.0.0.1,127.0.0.1,5051,51432,,44,0,BRUTE_FORCE
1786171343.2663984,127.0.0.1,127.0.0.1,5051,51432,,217,173,BRUTE_FORCE
1786171343.2665129,127.0.0.1,127.0.0.1,51432,5051,,44,0,BRUTE_FORCE
1786171343.2666144,127.0.0.1,127.0.0.1,5051,51432,,81,37,BRUTE_FORCE
1786171343.2666557,127.0.0.1,127.0.0.1,51432,5051,,44,0,BRUTE_FORCE
1786171343.2682076,127.0.0.1,127.0.0.1,51432,5051,,44,0,BRUTE_FORCE
1786171343.2682729,127.0.0.1,127.0.0.1,5051,51432,,44,0,BRUTE_FORCE
1786171343.2867234,127.0.0.1,127.0.0.1,5051,51432,,44,0,BRUTE_FORCE
1786171343.2868178,127.0.0.1,127.0.0.1,51432,5051,,44,0,BRUTE_FORCE
1786171343.4149797,127.0.0.1,127.0.0.1,65477,5051,,56,0,BRUTE_FORCE
1786171343.4151967,127.0.0.1,127.0.0.1,5051,65477,,56,0,BRUTE_FORCE
1786171343.4152892,127.0.0.1,127.0.0.1,65477,5051,,44,0,BRUTE_FORCE
1786171343.4160976,127.0.0.1,127.0.0.1,57002,5051,,734,690,BRUTE_FORCE
1786171343.4161768,127.0.0.1,127.0.0.1,5051,57002,,44,0,BRUTE_FORCE
1786171343.421758,127.0.0.1,127.0.0.1,5051,57002,,217,173,BRUTE_FORCE
1786171343.4218411,127.0.0.1,127.0.0.1,57002,5051,,44,0,BRUTE_FORCE
1786171343.42192,127.0.0.1,127.0.0.1,5051,57002,,81,37,BRUTE_FORCE
1786171343.4219716,127.0.0.1,127.0.0.1,57002,5051,,44,0,BRUTE_FORCE
1786171343.4237387,127.0.0.1,127.0.0.1,57002,5051,,44,0,BRUTE_FORCE
1786171343.4238083,127.0.0.1,127.0.0.1,5051,57002,,44,0,BRUTE_FORCE
1786171343.4291449,127.0.0.1,127.0.0.1,5051,57002,,44,0,BRUTE_FORCE
1786171343.4292047,127.0.0.1,127.0.0.1,57002,5051,,44,0,BRUTE_FORCE
1786171343.554004,127.0.0.1,127.0.0.1,55046,5051,,56,0,BRUTE_FORCE
1786171343.5541227,127.0.0.1,127.0.0.1,5051,55046,,56,0,BRUTE_FORCE
1786171343.554165,127.0.0.1,127.0.0.1,55046,5051,,44,0,BRUTE_FORCE
1786171343.5546336,127.0.0.1,127.0.0.1,65477,5051,,734,690,BRUTE_FORCE
1786171343.5546725,127.0.0.1,127.0.0.1,5051,65477,,44,0,BRUTE_FORCE
1786171343.5572512,127.0.0.1,127.0.0.1,5051,65477,,217,173,BRUTE_FORCE
1786171343.5573137,127.0.0.1,127.0.0.1,65477,5051,,44,0,BRUTE_FORCE
1786171343.5573523,127.0.0.1,127.0.0.1,5051,65477,,81,37,BRUTE_FORCE
1786171343.557371,127.0.0.1,127.0.0.1,65477,5051,,44,0,BRUTE_FORCE
1786171343.5586965,127.0.0.1,127.0.0.1,65477,5051,,44,0,BRUTE_FORCE
1786171343.5587308,127.0.0.1,127.0.0.1,5051,65477,,44,0,BRUTE_FORCE
1786171343.56136,127.0.0.1,127.0.0.1,5051,65477,,44,0,BRUTE_FORCE
1786171343.5614185,127.0.0.1,127.0.0.1,65477,5051,,44,0,BRUTE_FORCE
1786171385.7721248,127.0.0.1,127.0.0.1,52308,5051,,56,0,BRUTE_FORCE
1786171385.7722054,127.0.0.1,127.0.0.1,5051,52308,,56,0,BRUTE_FORCE
1786171385.7722409,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.7726886,127.0.0.1,127.0.0.1,52308,5051,,300,256,BRUTE_FORCE
1786171385.772708,127.0.0.1,127.0.0.1,5051,52308,,44,0,BRUTE_FORCE
1786171385.7728577,127.0.0.1,127.0.0.1,5051,52308,,69,25,BRUTE_FORCE
1786171385.7728772,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.7728984,127.0.0.1,127.0.0.1,5051,52308,,69,25,BRUTE_FORCE
1786171385.7729049,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.7729368,127.0.0.1,127.0.0.1,52308,5051,,84,40,BRUTE_FORCE
1786171385.7729447,127.0.0.1,127.0.0.1,5051,52308,,44,0,BRUTE_FORCE
1786171385.7742753,127.0.0.1,127.0.0.1,5051,52308,,219,175,BRUTE_FORCE
1786171385.7742937,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.774309,127.0.0.1,127.0.0.1,5051,52308,,76,32,BRUTE_FORCE
1786171385.7743173,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.7770696,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171385.7770948,127.0.0.1,127.0.0.1,5051,52308,,44,0,BRUTE_FORCE
1786171385.7779884,127.0.0.1,127.0.0.1,5051,52308,,44,0,BRUTE_FORCE
1786171385.778012,127.0.0.1,127.0.0.1,52308,5051,,44,0,BRUTE_FORCE
1786171386.0362115,127.0.0.1,127.0.0.1,52309,5051,,56,0,BRUTE_FORCE
1786171386.0363207,127.0.0.1,127.0.0.1,5051,52309,,56,0,BRUTE_FORCE
1786171386.0363674,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0364957,127.0.0.1,127.0.0.1,52309,5051,,276,232,BRUTE_FORCE
1786171386.0365198,127.0.0.1,127.0.0.1,5051,52309,,44,0,BRUTE_FORCE
1786171386.037083,127.0.0.1,127.0.0.1,5051,52309,,69,25,BRUTE_FORCE
1786171386.037107,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.037136,127.0.0.1,127.0.0.1,5051,52309,,69,25,BRUTE_FORCE
1786171386.037172,127.0.0.1,127.0.0.1,52309,5051,,84,40,BRUTE_FORCE
1786171386.037196,127.0.0.1,127.0.0.1,5051,52309,,44,0,BRUTE_FORCE
1786171386.0372071,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0377836,127.0.0.1,127.0.0.1,5051,52309,,219,175,BRUTE_FORCE
1786171386.056147,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0561779,127.0.0.1,127.0.0.1,5051,52309,,76,32,BRUTE_FORCE
1786171386.0562077,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0562997,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0563228,127.0.0.1,127.0.0.1,5051,52309,,44,0,BRUTE_FORCE
1786171386.0563304,127.0.0.1,127.0.0.1,5051,52309,,44,0,BRUTE_FORCE
1786171386.0563476,127.0.0.1,127.0.0.1,52309,5051,,44,0,BRUTE_FORCE
1786171386.0639608,127.0.0.1,127.0.0.1,52310,5051,,56,0,BRUTE_FORCE
1786171386.064043,127.0.0.1,127.0.0.1,5051,52310,,56,0,BRUTE_FORCE
1786171386.064078,127.0.0.1,127.0.0.1,52310,5051,,44,0,BRUTE_FORCE
1786171386.064188,127.0.0.1,127.0.0.1,52310,5051,,276,232,BRUTE_FORCE
1786171386.0642023,127.0.0.1,127.0.0.1,5051,52310,,44,0,BRUTE_FORCE
1786171386.064679,127.0.0.1,127.0.0.1,5051,52310,,69,25,BRUTE_FORCE
1786171386.0647244,127.0.0.1,127.0.0.1,52310,5051,,44,0,BRUTE_FORCE
1786171386.0647497,127.0.0.1,127.0.0.1,5051,52310,,69,25,BRUTE_FORCE
1786171386.0647569,127.0.0.1,127.0.0.1,52310,5051,,44,0,BRUTE_FORCE
