timestamp,src_ip,dst_ip,src_port,dst_port,http_method,uri_length,decoded_uri_length,query_length,special_char_count,angle_bracket_count,script_keyword_count,event_handler_count,encoded_char_count,http_version,user_agent_length,frame_length,label
1786184473.3077111,127.0.0.1,127.0.0.1,58038,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.33582,127.0.0.1,127.0.0.1,58039,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.3605268,127.0.0.1,127.0.0.1,58040,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184473.3850183,127.0.0.1,127.0.0.1,58041,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184473.409854,127.0.0.1,127.0.0.1,58042,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.435629,127.0.0.1,127.0.0.1,58043,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.461146,127.0.0.1,127.0.0.1,58044,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184473.4893887,127.0.0.1,127.0.0.1,58045,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184473.5194259,127.0.0.1,127.0.0.1,58046,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.5453627,127.0.0.1,127.0.0.1,58047,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.5748165,127.0.0.1,127.0.0.1,58048,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184473.602676,127.0.0.1,127.0.0.1,58049,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184473.6350524,127.0.0.1,127.0.0.1,58050,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.6668887,127.0.0.1,127.0.0.1,58051,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.6918936,127.0.0.1,127.0.0.1,58052,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184473.7195415,127.0.0.1,127.0.0.1,58053,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184473.7449243,127.0.0.1,127.0.0.1,58054,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.7771285,127.0.0.1,127.0.0.1,58055,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.806636,127.0.0.1,127.0.0.1,58056,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184473.8306859,127.0.0.1,127.0.0.1,58057,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184473.866116,127.0.0.1,127.0.0.1,58058,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184473.8916268,127.0.0.1,127.0.0.1,58059,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184473.9167893,127.0.0.1,127.0.0.1,58060,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.0248756,127.0.0.1,127.0.0.1,58061,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.0550132,127.0.0.1,127.0.0.1,58062,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.0783236,127.0.0.1,127.0.0.1,58063,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.1030512,127.0.0.1,127.0.0.1,58064,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.129202,127.0.0.1,127.0.0.1,58065,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.163509,127.0.0.1,127.0.0.1,58066,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.2053316,127.0.0.1,127.0.0.1,58067,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.24181,127.0.0.1,127.0.0.1,58068,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.2757685,127.0.0.1,127.0.0.1,58069,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.3104959,127.0.0.1,127.0.0.1,58070,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.34448,127.0.0.1,127.0.0.1,58071,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.374248,127.0.0.1,127.0.0.1,58072,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.4071896,127.0.0.1,127.0.0.1,58073,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.436754,127.0.0.1,127.0.0.1,58074,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.4644284,127.0.0.1,127.0.0.1,58075,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.497016,127.0.0.1,127.0.0.1,58076,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.5309122,127.0.0.1,127.0.0.1,58077,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.5616615,127.0.0.1,127.0.0.1,58078,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.6038687,127.0.0.1,127.0.0.1,58079,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.6382627,127.0.0.1,127.0.0.1,58080,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.6675572,127.0.0.1,127.0.0.1,58081,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.6962037,127.0.0.1,127.0.0.1,58082,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.7223673,127.0.0.1,127.0.0.1,58083,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.7533836,127.0.0.1,127.0.0.1,58084,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.7799225,127.0.0.1,127.0.0.1,58085,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.8098333,127.0.0.1,127.0.0.1,58086,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.8377233,127.0.0.1,127.0.0.1,58087,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.866257,127.0.0.1,127.0.0.1,58088,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.89072,127.0.0.1,127.0.0.1,58089,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184474.9151907,127.0.0.1,127.0.0.1,58090,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184474.944209,127.0.0.1,127.0.0.1,58103,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184474.9690075,127.0.0.1,127.0.0.1,58104,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184474.994459,127.0.0.1,127.0.0.1,58106,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.01896,127.0.0.1,127.0.0.1,58107,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.0417218,127.0.0.1,127.0.0.1,58108,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.0716305,127.0.0.1,127.0.0.1,58109,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.0977209,127.0.0.1,127.0.0.1,58110,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.123692,127.0.0.1,127.0.0.1,58111,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.147271,127.0.0.1,127.0.0.1,58112,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.175455,127.0.0.1,127.0.0.1,58113,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.2054749,127.0.0.1,127.0.0.1,58114,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.2349906,127.0.0.1,127.0.0.1,58115,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.2624867,127.0.0.1,127.0.0.1,58116,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.2950811,127.0.0.1,127.0.0.1,58117,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.3297784,127.0.0.1,127.0.0.1,58118,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.366428,127.0.0.1,127.0.0.1,58120,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.39403,127.0.0.1,127.0.0.1,58121,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.4388418,127.0.0.1,127.0.0.1,58122,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.476088,127.0.0.1,127.0.0.1,58123,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.5103977,127.0.0.1,127.0.0.1,58124,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.54061,127.0.0.1,127.0.0.1,58125,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.56918,127.0.0.1,127.0.0.1,58126,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.599656,127.0.0.1,127.0.0.1,58127,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.635242,127.0.0.1,127.0.0.1,58128,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.6647615,127.0.0.1,127.0.0.1,58129,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.6971946,127.0.0.1,127.0.0.1,58130,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.72795,127.0.0.1,127.0.0.1,58131,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.7567265,127.0.0.1,127.0.0.1,58132,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.7832165,127.0.0.1,127.0.0.1,58133,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.8090508,127.0.0.1,127.0.0.1,58134,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.8390548,127.0.0.1,127.0.0.1,58135,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.8692913,127.0.0.1,127.0.0.1,58136,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.895811,127.0.0.1,127.0.0.1,58137,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184475.9230196,127.0.0.1,127.0.0.1,58138,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184475.9478087,127.0.0.1,127.0.0.1,58139,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184475.973178,127.0.0.1,127.0.0.1,58140,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184475.9964418,127.0.0.1,127.0.0.1,58141,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.020542,127.0.0.1,127.0.0.1,58142,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.0445971,127.0.0.1,127.0.0.1,58143,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.0689492,127.0.0.1,127.0.0.1,58144,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.0943131,127.0.0.1,127.0.0.1,58145,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.126299,127.0.0.1,127.0.0.1,58146,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.1637719,127.0.0.1,127.0.0.1,58147,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.1933343,127.0.0.1,127.0.0.1,58148,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.2243295,127.0.0.1,127.0.0.1,58149,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.2485695,127.0.0.1,127.0.0.1,58150,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.277401,127.0.0.1,127.0.0.1,58151,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.303409,127.0.0.1,127.0.0.1,58152,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.327526,127.0.0.1,127.0.0.1,58153,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.3558564,127.0.0.1,127.0.0.1,58154,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.3811712,127.0.0.1,127.0.0.1,58155,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.4104445,127.0.0.1,127.0.0.1,58156,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.440598,127.0.0.1,127.0.0.1,58157,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.4737358,127.0.0.1,127.0.0.1,58158,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.5046616,127.0.0.1,127.0.0.1,58159,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.5325537,127.0.0.1,127.0.0.1,58161,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.5619671,127.0.0.1,127.0.0.1,58162,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.586449,127.0.0.1,127.0.0.1,58163,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.6135423,127.0.0.1,127.0.0.1,58164,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.652166,127.0.0.1,127.0.0.1,58165,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.6840367,127.0.0.1,127.0.0.1,58166,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.712674,127.0.0.1,127.0.0.1,58167,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.741904,127.0.0.1,127.0.0.1,58168,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.7757995,127.0.0.1,127.0.0.1,58169,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.805282,127.0.0.1,127.0.0.1,58170,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.8362496,127.0.0.1,127.0.0.1,58171,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.8738472,127.0.0.1,127.0.0.1,58172,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184476.908576,127.0.0.1,127.0.0.1,58173,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184476.937944,127.0.0.1,127.0.0.1,58174,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184476.9659295,127.0.0.1,127.0.0.1,58175,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184476.9895847,127.0.0.1,127.0.0.1,58176,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.0155442,127.0.0.1,127.0.0.1,58177,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.04153,127.0.0.1,127.0.0.1,58178,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.069218,127.0.0.1,127.0.0.1,58179,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.095647,127.0.0.1,127.0.0.1,58180,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.1205924,127.0.0.1,127.0.0.1,58181,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.144179,127.0.0.1,127.0.0.1,58182,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.1800778,127.0.0.1,127.0.0.1,58183,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.2160504,127.0.0.1,127.0.0.1,58184,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.25107,127.0.0.1,127.0.0.1,58185,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.2783556,127.0.0.1,127.0.0.1,58186,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.3066,127.0.0.1,127.0.0.1,58187,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.3340092,127.0.0.1,127.0.0.1,58188,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.3589315,127.0.0.1,127.0.0.1,58189,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.3901544,127.0.0.1,127.0.0.1,58190,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.4236777,127.0.0.1,127.0.0.1,58191,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.452067,127.0.0.1,127.0.0.1,58192,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.480833,127.0.0.1,127.0.0.1,58193,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.5266345,127.0.0.1,127.0.0.1,58194,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.5604537,127.0.0.1,127.0.0.1,58195,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.595253,127.0.0.1,127.0.0.1,58196,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.6237652,127.0.0.1,127.0.0.1,58197,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.6659791,127.0.0.1,127.0.0.1,58198,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.6918757,127.0.0.1,127.0.0.1,58199,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.713307,127.0.0.1,127.0.0.1,58200,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.736307,127.0.0.1,127.0.0.1,58201,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.7595603,127.0.0.1,127.0.0.1,58202,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.7832665,127.0.0.1,127.0.0.1,58203,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.8071058,127.0.0.1,127.0.0.1,58204,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.8281488,127.0.0.1,127.0.0.1,58205,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.850989,127.0.0.1,127.0.0.1,58206,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.877604,127.0.0.1,127.0.0.1,58207,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184477.9038868,127.0.0.1,127.0.0.1,58208,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184477.930451,127.0.0.1,127.0.0.1,58209,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184477.9551897,127.0.0.1,127.0.0.1,58210,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184477.984096,127.0.0.1,127.0.0.1,58211,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.0092244,127.0.0.1,127.0.0.1,58212,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.0352464,127.0.0.1,127.0.0.1,58213,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.0604963,127.0.0.1,127.0.0.1,58214,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.086346,127.0.0.1,127.0.0.1,58215,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.1120903,127.0.0.1,127.0.0.1,58216,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.1380572,127.0.0.1,127.0.0.1,58217,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.16792,127.0.0.1,127.0.0.1,58218,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.1956933,127.0.0.1,127.0.0.1,58219,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.2209575,127.0.0.1,127.0.0.1,58220,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
1786184478.2586348,127.0.0.1,127.0.0.1,58221,5052,GET,50,38,42,7,2,0,1,6,HTTP/1.1,81,228,XSS_SIM
1786184478.285528,127.0.0.1,127.0.0.1,58222,5052,GET,39,31,31,6,2,0,1,4,HTTP/1.1,81,217,XSS_SIM
1786184478.3128982,127.0.0.1,127.0.0.1,58223,5052,GET,63,47,55,8,4,2,0,8,HTTP/1.1,81,241,XSS_SIM
1786184478.3424559,127.0.0.1,127.0.0.1,58224,5052,GET,45,35,37,7,4,2,0,5,HTTP/1.1,81,223,XSS_SIM
